product,strength,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,material_cost_inr,category_Construction,category_Cosmetics,category_Electronics,category_Food Packaging,category_Furniture,category_Healthcare,category_Home Appliances,category_Textiles,category_Toys,material_type_Bamboo Fiber,material_type_Bioplastic,material_type_Cornstarch Polymer,material_type_Molded Pulp,material_type_PLA Plastic,material_type_Palm Leaf,material_type_Paperboard,material_type_Recycled Plastic,material_type_Seaweed Packaging,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score
Accessory Kit,1.0,0.43346938775510196,0.6833333333333335,0.12857142857142856,0.38571428571428573,0.4242307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5954761904761906,3.191193217765406,1.3255892578466284
Syringe Pack,1.0,0.10102040816326531,0.9500000000000001,0.15714285714285714,0.28571428571428575,0.7648076923076924,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.8007142857142858,1.6593979363897458,0.8484112176516176
Paint Can,0.0,0.5283673469387754,0.9,0.7428571428571429,0.5999999999999999,0.5759615384615385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2314285714285714,1.0239579914670165,0.5582690300931661
Fabric Roll Wrap,0.0,0.7789795918367346,0.85,0.8,0.38571428571428573,0.1601923076923077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.16999999999999996,2.2663438256658597,0.9815970252507782
PVC Pipe Bundle,1.0,0.4473469387755102,1.0,0.34285714285714286,0.07142857142857145,0.23807692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6571428571428571,4.318936877076411,1.6927422876127194
Hardware Tool Pack,1.0,0.6048979591836734,0.15000000000000002,0.5428571428571429,0.7857142857142856,0.18365384615384617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06857142857142857,9.221166122854305,2.975247796039965
Toaster Box,0.5,0.46510204081632645,0.8166666666666668,0.24285714285714283,0.39999999999999997,0.9686538461538462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6183333333333334,0.919630575751621,0.6627531183037176
Hardware Tool Pack,0.0,0.26938775510204077,0.41666666666666663,0.5857142857142856,0.07142857142857145,0.3409615384615385,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.17261904761904764,0.20352250489236795,0.21092069704594169
Vacuum Cleaner Pack,0.5,0.7659183673469387,0.8166666666666668,0.9285714285714286,0.7428571428571429,0.5867307692307693,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.05833333333333331,2.0827770360480637,0.877941954351834
Vacuum Cleaner Pack,1.0,0.017142857142857144,0.4833333333333333,0.24285714285714283,0.3428571428571428,0.7042307692307692,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.3659523809523809,1.8801446265097315,0.7155671974767289
Medical Device Box,0.0,0.5357142857142857,0.06666666666666665,0.9428571428571428,0.5142857142857142,0.17442307692307696,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.00380952380952381,2.788619097273945,0.9988238244202787
Hardware Tool Pack,0.5,0.9618367346938775,0.8833333333333334,0.15714285714285714,0.11428571428571427,0.4403846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7445238095238096,1.3639136269366843,0.9955346322986923
Cabinet Box,0.5,0.4355102040816326,0.7666666666666667,0.3,0.8428571428571427,0.4917307692307693,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5366666666666666,2.676449652302469,1.1482546235818971
Medical Device Box,0.0,0.8244897959183672,0.6333333333333334,0.5428571428571429,0.3714285714285714,0.5611538461538462,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2895238095238095,0.6503126503126502,0.5582502576788291
Engine Oil Container,0.5,0.25897959183673464,0.18333333333333335,0.15714285714285714,0.2714285714285714,0.2005769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15452380952380954,3.6634050880626217,1.2385249277793304
Bakery Box,0.5,0.20755102040816326,0.01666666666666672,0.9714285714285715,0.01428571428571429,0.4328846153846154,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000476190476190476,1.1612182867067797,0.4108212683249591
Beverage Bottle,0.0,0.050816326530612244,0.06666666666666665,0.9000000000000001,0.6714285714285713,0.12403846153846154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.006666666666666657,5.00922320147571,1.5206785250685633
Hardware Tool Pack,0.5,0.870408163265306,0.85,0.39999999999999997,0.8857142857142857,0.1084615384615385,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.51,11.697588126159552,3.9743988868274576
Sofa Protection Pack,1.0,0.5012244897959183,0.3666666666666666,0.6285714285714286,0.5857142857142856,0.5551923076923077,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.13619047619047617,2.8056190152141154,1.0465292419792005
Snack Pack,1.0,0.8885714285714285,0.5000000000000001,0.11428571428571427,0.28571428571428575,0.676923076923077,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.44285714285714295,1.8717005279155334,1.0052244440889457
Power Bank Pack,1.0,0.823469387755102,0.06666666666666665,0.01428571428571429,0.8428571428571427,0.36423076923076925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0657142857142857,4.924387020995448,1.7506426369108792
Syringe Pack,0.5,0.6140816326530611,0.7166666666666667,0.04285714285714287,0.9285714285714286,0.5028846153846154,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.6859523809523809,2.785366114949917,1.2942152766618458
Puzzle Box,0.0,0.20857142857142857,0.8833333333333334,0.057142857142857134,0.21428571428571425,0.5107692307692309,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.832857142857143,0.41147921502426654,0.5191580502215657
Mixer Grinder Box,1.0,0.6220408163265305,0.65,0.5714285714285714,0.32857142857142857,0.7280769230769231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2785714285714286,1.8000446661207474,0.8380542161627548
Syringe Pack,1.0,0.3179591836734693,0.30000000000000004,0.7,0.2285714285714286,0.5457692307692309,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.09000000000000002,2.2105783489866533,0.7945612597980368
Medical Device Box,1.0,0.9457142857142857,0.7666666666666667,0.2857142857142857,0.5142857142857142,0.365,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5476190476190477,4.038095238095238,1.7141904761904763
Laptop Box,0.5,0.3648979591836734,0.9666666666666667,0.9571428571428571,0.6285714285714286,0.07711538461538461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.041428571428571495,12.954903815830969,4.012511961075821
Toaster Box,0.5,0.974081632653061,0.5333333333333333,0.7142857142857142,0.21428571428571425,0.2542307692307692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15238095238095242,2.703264711998336,1.1641562843478002
Wood Panel Wrap,0.0,0.263469387755102,0.8166666666666668,0.8857142857142857,0.9285714285714286,0.6267307692307693,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09333333333333338,1.4583423221296974,0.5538768462987731
Shampoo Bottle,1.0,0.6499999999999999,0.8166666666666668,0.2142857142857143,0.8428571428571427,0.48423076923076924,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6416666666666667,3.7287381878821564,1.5702881230313135
Beverage Bottle,0.0,0.35938775510204074,0.5499999999999999,0.2714285714285714,0.24285714285714283,0.21153846153846156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4007142857142857,1.0962301587301584,0.596971088435374
Camera Box,0.5,0.9975510204081632,0.20000000000000007,0.7285714285714286,0.01428571428571429,0.6015384615384616,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05428571428571429,0.8409703504043126,0.5732706969580285
Shampoo Bottle,0.5,0.3857142857142856,0.31666666666666665,1.0,0.45714285714285713,0.806923076923077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.1716437987624426,0.4672074253430185
Chair Packaging,0.0,0.46959183673469385,0.4833333333333333,0.657142857142857,0.3428571428571428,0.046153846153846156,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.16571428571428576,6.105675146771036,2.038865809337433
Headphones Pack,0.0,0.014081632653061223,0.7833333333333333,0.5571428571428572,0.7285714285714284,0.10615384615384615,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3469047619047619,6.272469252601702,2.0247271703383336
Shirt Packaging,0.0,0.9346938775510203,0.20000000000000007,0.17142857142857143,0.8714285714285714,0.19346153846153846,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.16571428571428576,4.283013772616797,1.6315980093360594
Power Bank Pack,0.5,0.5483673469387754,0.033333333333333326,0.6000000000000001,0.01428571428571429,0.6726923076923077,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.013333333333333327,0.7533199195171025,0.3958395132700967
Wood Panel Wrap,1.0,0.6044897959183673,0.5166666666666667,0.6000000000000001,0.14285714285714285,0.634423076923077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.20666666666666664,1.7734578164300632,0.7960509503711957
Camera Box,0.0,0.9806122448979591,0.6333333333333334,0.9714285714285715,0.6714285714285713,0.1380769230769231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.018095238095238032,4.5343228200371035,1.661718614718614
Cement Bag,0.5,0.6016326530612244,0.5833333333333334,0.49999999999999994,0.6714285714285713,0.07846153846153847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2916666666666667,13.242236024844718,4.269827270038449
Chair Packaging,0.5,0.6320408163265305,0.35,0.9142857142857144,0.6857142857142857,0.12115384615384617,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.029999999999999968,9.040636782572266,2.9138032796696387
Vacuum Cleaner Pack,0.0,0.6842857142857143,0.6833333333333335,0.17142857142857143,0.42857142857142855,0.6088461538461538,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5661904761904762,0.6925330728935453,0.6395218266299684
Frozen Food Box,1.0,0.2930612244897959,0.7999999999999999,0.39999999999999997,0.38571428571428573,0.19865384615384613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.48000000000000004,6.641211323238974,2.272281764318631
Mixer Grinder Box,0.0,0.917142857142857,0.6333333333333334,0.34285714285714286,0.2571428571428572,0.7726923076923077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4161904761904762,0.3285363285363286,0.5401799461799461
Mixer Grinder Box,0.0,0.650204081632653,0.4666666666666667,0.2714285714285714,0.6428571428571428,0.6888461538461539,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.34,0.9198836386508372,0.6070263160850471
Cement Bag,0.0,0.4240816326530612,0.20000000000000007,0.8,0.8428571428571427,0.13884615384615384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04000000000000001,5.662606127722406,1.8420063281126402
Tablet Blister,0.5,0.6079591836734693,0.6333333333333334,0.0,0.49999999999999994,0.5625,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.6333333333333334,1.7467248908296944,0.9597385556842823
Educational Toy Box,1.0,0.3777551020408163,0.9,0.02857142857142858,0.2714285714285714,0.2292307692307693,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8742857142857143,5.314653192466696,2.0574367740665394
Shampoo Bottle,0.0,0.7324489795918366,0.050000000000000044,0.2142857142857143,0.2,0.3621153846153846,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.03928571428571432,0.537467700258398,0.3966892896693561
Cabinet Box,1.0,0.09224489795918366,0.2833333333333333,0.3142857142857143,0.11428571428571427,0.21884615384615386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.19428571428571428,4.869147659063625,1.5661320528211282
Saree Box,1.0,0.4587755102040816,0.09999999999999998,0.7857142857142856,0.1571428571428572,0.045769230769230784,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.021428571428571436,20.7487684729064,6.370834623504573
Accessory Kit,1.0,0.3344897959183673,0.6166666666666666,0.2285714285714286,0.39999999999999997,0.27903846153846157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4757142857142856,4.843646041250831,1.7437264654364737
Fan Packaging,0.0,0.7573469387755101,0.5833333333333334,0.34285714285714286,0.01428571428571429,0.35307692307692307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.38333333333333336,0.03934624697336563,0.39234128905799603
Saree Box,0.5,0.07551020408163266,0.85,0.11428571428571427,0.8428571428571427,0.25384615384615383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7528571428571428,5.089546022490628,1.8506597251145354
Cabinet Box,0.0,0.5975510204081632,0.15000000000000002,0.7,0.2571428571428572,0.5540384615384616,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04500000000000001,0.45589596220349715,0.3340340947834981
Smartphone Box,1.0,0.6524489795918367,0.35,0.2285714285714286,1.0,0.5015384615384615,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.26999999999999996,3.909774436090226,1.4766670247046185
Takeaway Container,0.5,0.04387755102040816,0.09999999999999998,0.2571428571428571,0.24285714285714283,0.7375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07428571428571427,0.9937888198757764,0.34101419698314106
Paint Can,0.5,0.011632653061224487,0.7166666666666667,0.34285714285714286,0.857142857142857,0.03346153846153846,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.47095238095238096,31.226295828065737,9.559759496719042
Makeup Kit,0.0,0.3138775510204081,0.13333333333333341,0.6000000000000001,0.5999999999999999,0.029230769230769227,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05333333333333335,15.29411764705882,4.703731892757102
Fabric Roll Wrap,0.0,0.14224489795918366,0.85,0.14285714285714285,0.6714285714285713,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.7285714285714286,0.6647807637906646,0.533536269953526
Beverage Bottle,0.5,0.9012244897959182,0.7999999999999999,0.34285714285714286,0.857142857142857,0.08846153846153845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5257142857142857,13.783482142857142,4.615697704081632
Makeup Kit,1.0,0.017755102040816328,0.2666666666666667,0.0,0.857142857142857,0.2526923076923077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2666666666666667,7.0696507006902305,2.232888407485981
Tile Box,0.0,0.18285714285714286,0.35,0.7857142857142856,0.9142857142857141,0.3732692307692308,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07500000000000004,2.3854920794208296,0.8005047666833918
Fan Packaging,0.0,0.6446938775510204,0.06666666666666665,0.4857142857142857,0.8714285714285714,0.01307692307692307,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.034285714285714274,37.76190476190477,11.535693877551024
Shampoo Bottle,0.5,0.5118367346938775,0.6,0.18571428571428572,0.9714285714285713,0.4225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.48857142857142855,3.402146985962015,1.3696236876253391
Fabric Roll Wrap,0.5,0.8191836734693877,0.9166666666666666,0.2142857142857143,0.3714285714285714,0.4261538461538462,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7202380952380952,1.9979843789367595,1.1332456538170823
Paint Can,0.5,0.3565306122448979,0.18333333333333335,1.0,0.657142857142857,0.8030769230769231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.4231652926071088,0.533908771455602
Tablet Blister,0.5,0.9222448979591835,0.7666666666666667,0.9857142857142858,0.5571428571428572,0.7267307692307693,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.010952380952380915,1.4349106909796023,0.711527629062588
Lipstick Case,0.5,0.42102040816326525,0.2666666666666667,0.3714285714285714,0.7,0.3125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16761904761904764,3.7209302325581395,1.3096328112640405
Headphones Pack,0.5,0.9079591836734693,0.35,0.5857142857142856,0.04285714285714287,0.4632692307692309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14500000000000002,1.147036628548209,0.6744987436665035
PVC Pipe Bundle,1.0,0.5753061224489795,0.4833333333333333,0.18571428571428572,0.45714285714285713,0.6217307692307692,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3935714285714285,2.3065883887801695,1.0219969247973162
Battery Pack,0.0,0.5108163265306122,0.5499999999999999,0.4857142857142857,0.5714285714285714,0.37269230769230766,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2828571428571428,1.4931801866475234,0.7143418110962978
Shirt Packaging,0.5,0.6499999999999999,0.7999999999999999,0.07142857142857142,0.49999999999999994,0.5917307692307693,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.7428571428571428,1.6618728028124,0.990704697986577
Mixer Grinder Box,1.0,0.4693877551020408,0.1166666666666667,0.07142857142857142,0.7857142857142856,0.05115384615384616,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.10833333333333336,29.200359389038628,8.944257476575533
Power Bank Pack,0.5,0.5067346938775509,0.050000000000000044,0.38571428571428573,0.9714285714285713,0.8628846153846154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.030714285714285743,1.685707991061593,0.6700185197674575
Camera Box,1.0,0.47102040816326524,0.9,0.4428571428571429,0.5714285714285714,0.6350000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5014285714285714,2.436323366555924,1.0727745609871855
Board Game Pack,0.0,0.1846938775510204,0.9666666666666667,0.5142857142857142,0.857142857142857,0.5486538461538462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.46952380952380957,1.5343004671748215,0.7035078272272763
Laptop Box,1.0,0.22265306122448977,0.2333333333333334,0.2,0.8142857142857143,0.5061538461538462,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.18666666666666673,3.515009580583351,1.1959654592090188
Makeup Kit,0.0,0.16346938775510203,0.5833333333333334,0.0,0.7714285714285714,0.43538461538461537,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5833333333333334,1.7320503330866024,0.8019892495858446
Shirt Packaging,1.0,0.024693877551020402,0.06666666666666665,0.6142857142857143,0.31428571428571433,0.7436538461538462,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.025714285714285707,1.7438851018845913,0.5408594081163978
Battery Pack,0.5,0.22816326530612244,0.5166666666666667,0.9428571428571428,0.08571428571428569,0.06884615384615386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.029523809523809535,7.428571428571426,2.308829931972788
Vacuum Cleaner Pack,0.5,0.9512244897959182,0.7166666666666667,0.17142857142857143,0.42857142857142855,0.3898076923076923,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5938095238095238,2.3225451796880368,1.2196547103689959
Accessory Kit,0.0,0.4832653061224489,0.3833333333333334,0.9142857142857144,0.4857142857142857,0.6236538461538462,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.032857142857142835,0.7665293735096466,0.38808126103248575
Power Bank Pack,0.5,0.7310204081632652,0.15000000000000002,0.8142857142857143,0.9428571428571428,0.27711538461538465,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02785714285714286,5.025356425222466,1.7380559071585764
Shirt Packaging,0.0,0.13653061224489796,0.8666666666666666,0.0,0.4857142857142857,0.0723076923076923,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.8666666666666666,5.901201602136183,2.157986330980991
Puzzle Box,1.0,0.5753061224489795,0.4833333333333333,0.18571428571428572,0.45714285714285713,0.41730769230769227,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.3935714285714285,3.41005529124341,1.3530369955362884
Engine Oil Container,1.0,0.2846938775510203,0.31666666666666665,0.2,0.6428571428571428,0.44692307692307687,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25333333333333335,3.5954785954785957,1.265385075242218
Tyre Wrap,0.0,0.4848979591836734,0.08333333333333337,0.2142857142857143,0.2,0.2917307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06547619047619051,0.6628425748884639,0.3705126364121174
Perfume Box,0.0,0.21653061224489795,0.85,0.04285714285714287,0.28571428571428575,0.25923076923076926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8135714285714285,1.0612244897959184,0.7087551020408164
Shampoo Bottle,1.0,0.6779591836734693,0.6166666666666666,0.15714285714285714,0.3428571428571428,0.06192307692307694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5197619047619046,18.670741023682194,6.01251482411146
Doll Packaging,1.0,0.8677551020408163,0.0,0.6000000000000001,0.6285714285714286,0.5825,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,2.748643761301989,1.0849196590028414
Car Spare Part Box,1.0,0.9551020408163263,0.9833333333333333,0.5571428571428572,0.7571428571428571,0.7232692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.43547619047619046,2.3963133640552994,1.179615097651964
Tablet Blister,0.5,0.5871428571428571,0.13333333333333341,0.4428571428571429,0.0,0.13326923076923075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.07428571428571433,3.4899328859060406,1.252837008628955
Perfume Box,0.0,0.6799999999999999,0.033333333333333326,0.9142857142857144,0.6285714285714286,0.7161538461538463,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0028571428571428537,0.8656174334140434,0.46482808716707014
Medicine Bottle,0.0,0.5128571428571428,0.8666666666666666,0.2571428571428571,0.657142857142857,0.22076923076923077,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6438095238095237,2.847619047619047,1.2656666666666663
PVC Pipe Bundle,1.0,0.903877551020408,0.7833333333333333,0.8857142857142857,0.9142857142857141,0.7442307692307694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08952380952380955,2.5380636701391412,1.0683918901573886
Camera Box,1.0,0.31346938775510197,0.6,0.7142857142857142,0.1571428571428572,0.22096153846153843,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17142857142857149,5.0101106221006315,1.6656454315281484
Mixer Grinder Box,0.5,0.34918367346938767,0.8333333333333334,0.35714285714285715,0.12857142857142861,0.3384615384615385,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5357142857142857,1.8038473667612738,0.8601950263549127
Tile Box,1.0,0.04387755102040816,0.5666666666666668,0.32857142857142857,0.39999999999999997,0.018461538461538474,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3804761904761906,49.189189189189165,14.922110498253348
Battery Pack,0.5,0.510204081632653,0.0,0.39999999999999997,0.9428571428571428,0.40230769230769237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.4994669509594876,1.2029013097776422
Takeaway Container,0.0,0.7738775510204081,0.8666666666666666,0.7428571428571429,0.05714285714285716,0.24480769230769234,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2228571428571428,0.22425876010781676,0.38858375048132454
Garment Cover,0.5,0.3110204081632652,0.30000000000000004,0.8571428571428572,0.04285714285714287,0.6951923076923077,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.042857142857142844,0.7698001480384902,0.3413890240033837
Face Cream Jar,1.0,0.9267346938775508,0.033333333333333326,0.8428571428571427,0.42857142857142855,0.5803846153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052380952380952405,2.419730107026524,1.0060346783664604
Hardware Tool Pack,0.5,0.2781632653061224,0.25,0.35714285714285715,0.01428571428571429,0.19596153846153852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1607142857142857,2.496998799519807,0.8968343337334931
Tyre Wrap,0.0,0.2981632653061224,0.3833333333333334,0.9571428571428571,0.9571428571428571,0.021538461538461534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01642857142857146,30.34843205574913,9.200550024888003
Takeaway Container,0.5,0.2016326530612245,0.2333333333333334,0.3,0.4428571428571429,0.2765384615384615,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16333333333333336,3.290508149568552,1.1129755741222664
Medical Device Box,1.0,0.7451020408163264,0.45000000000000007,1.0,1.0,0.4588461538461539,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,4.2657916324856435,1.503268101990591
Hardware Tool Pack,1.0,0.7408163265306121,0.050000000000000044,0.34285714285714286,0.02857142857142858,0.11134615384615382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03285714285714288,8.476341408195609,2.7782901775607236
Fan Packaging,1.0,0.6997959183673469,0.2666666666666667,0.15714285714285714,0.12857142857142861,0.6253846153846154,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2247619047619048,1.7762020062262192,0.8327041392828318
Doll Packaging,0.5,0.3775510204081632,0.5166666666666667,0.8428571428571427,0.8714285714285714,0.17480769230769233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.08119047619047626,7.420841385461571,2.3719939122371105
Fabric Roll Wrap,1.0,0.3187755102040816,0.5666666666666668,1.0,0.857142857142857,0.6053846153846154,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,3.0178571428571423,1.0009897959183671
Cabinet Box,1.0,0.23795918367346938,0.65,0.6285714285714286,0.7999999999999998,0.36288461538461547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24142857142857144,4.827230531201649,1.616128343033964
Shampoo Bottle,0.5,0.3451020408163265,0.2333333333333334,0.14285714285714285,0.9142857142857141,0.22192307692307695,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.20000000000000007,6.0980810234541565,2.0129549192811447
Medicine Bottle,1.0,0.34326530612244893,0.35,0.9000000000000001,0.45714285714285713,0.18980769230769234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.03499999999999995,7.292726522755395,2.3047975486633527
Puzzle Box,1.0,0.1514285714285714,0.8166666666666668,0.7142857142857142,0.2571428571428572,0.2859615384615385,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.23333333333333345,4.247656177480739,1.4130587580061262
First Aid Kit,1.0,0.6953061224489795,0.20000000000000007,0.4142857142857143,0.6714285714285713,0.05519230769230768,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.11714285714285716,25.638432364096087,7.946978688820663
